2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tomball | 80120522 |,45,,20,,,,Tomball,80120522,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,07/01/2026,,,45,4896,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSS | FUZ-CT-001 |,40,,40,,,,FSS,FUZ-CT-001,Obesity,18 to 65 years of age,Startup,Site Selected,05/15/2026,05/31/2026,,,40,7515,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0
Tomball | ALN-AGT01-008 |,10,,5,,,,Tomball,ALN-AGT01-008,Hypertension,18 to 49 years of age,Pipeline,FQ Submitted,05/01/2026,04/01/2027,,,20,5262,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tomball | BC #139639-01 |,10,,0,,,,Tomball,BC #139639-01,UTI,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5468,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BC#128160-04 |,7,,4,,,,Tomball,BC#128160-04,COPD,40 to 80 years of age (inclusive),Pipeline,Potential,04/01/2026,04/01/2027,,,10,5325,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BC#136259-01 | Study 3,5,,5,,,,Tomball,BC#136259-01,Pneumococcal,"Healthy Toddlers, Children & Adolescents",Archive,CRO Not Selected,04/01/2026,01/30/2027,,,5,4612,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BC#137663-01 |,10,,7,,,,Tomball,BC#137663-01,Graves Diseases,18 to 49 years of age,Pipeline,Potential,04/03/2026,04/03/2027,,,10,4889,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BC#139082-01 |,10,,0,,,,Tomball,BC#139082-01,Restless Legs Syndrome,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,06/26/2026,,,10,5426,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BHV1300-301 |,2,,1,,,,Tomball,BHV1300-301,No Information,18 to 65 years of age,Pipeline,FQ Submitted,04/30/2026,04/30/2027,,,2,6963,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | BHV1300-302 |,2,,1,,,,Tomball,BHV1300-302,No Information,18 to 65 years of age,Pipeline,FQ Submitted,05/02/2026,02/02/2027,,,2,6965,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit | FYU-981-CRYS-201 |,2,,0,,,,Detroit,FYU-981-CRYS-201,Gout,"18 to 75 Years (Adults, Older Adults)",Archive,Not Adding Sites,04/30/2026,11/30/2026,,,2,7542,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheumatology Clinic of Houston | SPY002-072-201 | axSpA Substudy,2,,1,,,,Rheumatology Clinic of Houston,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,08/18/2025,05/29/2026,,,2,5794,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Tomball | C4931009 |,75,,60,,,,Tomball,C4931009,Pneumococcal,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,04/21/2026,08/17/2026,,,212,4930,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | C4931014 |,60,,40,,,,Tomball,C4931014,Pneumococcal,> 65 years of age,Pipeline,On Hold/Postponed,04/03/2026,06/12/2026,,,50,4974,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheumatology Clinic of Houston | SPY002-072-201 | PsA Substudy,15,,2,,,,Rheumatology Clinic of Houston,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,08/18/2025,05/29/2026,,,3,5795,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | C4931020 | Sentinel Cohort,15,,8,,,,Tomball,C4931020,Pneumococcal,≥ 65 to < 85 years of age,Archive,Not Selected,05/02/2026,02/21/2026,,,15,5629,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | C6271002 |,205,,173,,,,Tomball,C6271002,Influenza,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,09/05/2026,10/01/2026,,,350,6148,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheumatology Clinic of Houston | SPY002-072-201 | RA Substudy,3,,2,,,,Rheumatology Clinic of Houston,SPY002-072-201,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Maintenance,Maintenance,08/18/2025,05/29/2026,,,3,5793,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | FYU-981-CRYS-201 |,5,,2,,,,Tomball,FYU-981-CRYS-201,Gout,"18 to 75 Years (Adults, Older Adults)",Startup,SIV Completed,04/30/2026,11/30/2026,,,2,7451,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
Tomball | CIN-102-124 |,2,,1,,,,Tomball,CIN-102-124,Idiopathic Gastroparesis,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,04/30/2026,05/01/2027,,,2,5733,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | CLI-10196AA1-02 |,8,,6,,,,Tomball,CLI-10196AA1-02,Bronchiectasis,12 years of age and older,Pipeline,Potential,08/02/2026,08/02/2027,,,8,7110,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | CRC-US-003 |,8,,5,,,,Tomball,CRC-US-003,colorectal cancer (CRC),> 45 years of age,Pipeline,On Hold/Postponed,01/27/2026,12/01/2026,,,8,6424,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | CV2 SARS-COV2-014/123336-01/220749 |,40,,20,,,,Tomball,CV2 SARS-COV2-014/123336-01/220749,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,01/01/2026,06/01/2026,,,40,2725,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D4326C00006 |,3,,1,,,,Tomball,D4326C00006,Liver Cirrhosis,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,04/30/2026,08/28/2027,,,3,5746,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D4326C00007 |,3,,1,,,,Tomball,D4326C00007,Liver Cirrhosis,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,04/30/2026,08/28/2027,,,3,5747,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D6405C00001 |,10,,7,,,,Tomball,D6405C00001,Chronic Kidney Disease,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/27/2026,04/27/2027,,,20,5726,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D7266C00001 |,13,,10,,,,Tomball,D7266C00001,CVOT,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,07/06/2026,03/15/2027,,,13,6998,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D8750C00010 |,5,,4,,,,Tomball,D8750C00010,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/23/2026,,,14,6294,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D8750C00011 |,5,,4,,,,Tomball,D8750C00011,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,06/26/2026,,,14,6314,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D8750C00012 |,14,,10,,,,Tomball,D8750C00012,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/31/2026,,,14,6282,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | D8750C00014 |,14,,10,,,,Tomball,D8750C00014,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,08/21/2026,,,14,6304,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | DRI17963 |,4,,7,,,,Tomball,DRI17963,Celiac Disease,18 to 49 years of age,Maintenance,Maintenance,02/28/2025,02/28/2026,,,10,2906,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | ERN: 7083 |,50,,35,,,,Tomball,ERN: 7083,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,50,2312,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | IMVT-1402-2505 |,2,,0,,,,Miami,IMVT-1402-2505,Graves Diseases,"18 to 75 Years (Adults, Older Adults)",Startup,Site Selected,05/20/2026,,,,,7272,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio | VBD00002 |,80,,64,,,,San Antonio,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,130,5912,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle | D7960C00015 |,12,,6,,,,Seattle,D7960C00015,Dyslipidemia,adults greater than and equal to 18 years of age,Enrolling,Enrolling,11/30/2025,08/15/2027,,,13,5345,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Seattle | VBD00002 |,80,,64,,,,Seattle,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,100,5913,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | GSBR-1290-17 |,8,,8,,,,Tomball,GSBR-1290-17,Type 2 Diabetes,adults greater than and equal to 18 years of age,Maintenance,Maintenance,10/27/2025,01/31/2026,,,24,6702,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | HAB75951 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3723,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | IN-002-02 |,18,,0,,,,Tomball,IN-002-02,RSV Vaccine,> 65 years of age,Pipeline,Pre-award,01/01/2026,01/30/2026,,,18,5606,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | J3L-MC-EZEF |,15,,12,,,,Tomball,J3L-MC-EZEF,Atherosclerotic cardiovascular disease,adults greater than and equal to 18 years of age,Pipeline,Potential,04/01/2026,11/28/2026,,,15,6013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | KAL-K304-1 |,10,,7,,,,Tomball,KAL-K304-1,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,10/30/2026,,,10,4552,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugarland | VBD00002 |,80,,64,,,,Sugarland,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,110,3862,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | M602011084 |,12,,10,,,,Tomball,M602011084,Migraine,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,12,4655,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | M602011085 |,15,,10,,,,Tomball,M602011085,Migraine,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,15,4723,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | MAB02735 |,180,,145,,,,Tomball,MAB02735,RSV Vaccine,18 to 49 years of age,Pipeline,Potential,08/01/2026,08/31/2026,,,100,4210,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0
Sugarland | VYD2311-PREV-002 |,133,,77,,,,Sugarland,VYD2311-PREV-002,COVID-19,12 years of age and older,Startup,SIV Completed,03/30/2026,02/27/2026,,,148,6913,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | MET233-097-25-202 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,6818,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Tomball | MK-7240 |,10,,7,,,,Tomball,MK-7240,Ulcerative Colitis,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,10,4888,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | mRNA-1083-P303 |,50,,40,,,,Tomball,mRNA-1083-P303,Combined Covid + Influenza Vaccine,"18 to 75 Years (Adults, Older Adults)",Archive,Canceled,02/01/2026,02/01/2027,,,50,4625,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | mRNA-1189-P301 |,15,,12,,,,Tomball,mRNA-1189-P301,Epstein Barr,Teenage (12 to 17),Pipeline,Potential,04/01/2026,04/01/2027,,,15,2846,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
TA-8995-304 |,10,,0,,,,Test,TA-8995-304,Hypercholesteromia,adults greater than and equal to 18 years of age,Enrolling,Enrolling,,,,,,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomball | mRNA-1283-P301 | Part 2,200,,100,,,,Tomball,mRNA-1283-P301,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,01/01/2026,01/01/2027,,,200,2945,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | mRNA-1403-P301 | Additional Cohort,87,,52,,,,Tomball,mRNA-1403-P301,Norovirus,> 60 years of age,Maintenance,Maintenance,11/26/2025,01/28/2026,,,87,6880,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | mRNA-1468-P301 |,150,,120,,,,Tomball,mRNA-1468-P301,Herpes Zoster,Elderly Adults (50+),Pipeline,On Hold/Postponed,06/01/2026,06/01/2027,,,150,2678,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | No information |,50,,0,,,,Tomball,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,50,5182,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | No information |,50,,0,,,,Tomball,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,02/03/2027,,,50,5185,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | No information |,10,,0,,,,Tomball,No information,Obesity,18 to 49 years of age,Pipeline,On Hold/Postponed,01/02/2026,01/02/2027,,,10,5237,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | None at the moment |,5,,0,,,,Tomball,None at the moment,COPD,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,5690,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | None at the moment |,5,,0,,,,Tomball,None at the moment,COPD,40 to 75 years of old,Pipeline,Pre-award,01/01/2026,04/30/2026,,,5,5710,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | None at the moment |,10,,8,,,,Tomball,None at the moment,colorectal cancer (CRC),> 45 years of age,Pipeline,On Hold/Postponed,01/01/2026,01/01/2027,,,10,5773,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | None at the moment |,0,,0,,,,Tomball,None at the moment,Herpes Zoster,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5819,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Idiopathic Gastroparesis,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,10,5967,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,10,,8,,,,Tomball,none at the moment,Type 2 Diabetes,40 to 75 years of old,Archive,Not Selected,04/01/2026,06/28/2026,,,10,5968,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Pneumococcal,50 to 80 years of age,Pipeline,Pre-award,03/01/2026,05/31/2026,,,75,5975,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Food Allergy,4 to <56 years of age,Pipeline,Pre-award,01/01/2026,11/01/2026,,,10,6019,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,8,,4,,,,Tomball,iPGR -60- IBD/ IBS-D,Serum Samples,"18 to 75 Years (Adults, Older Adults)",Archive,Not Selected,04/01/2026,05/01/2026,,,8,6142,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,MASH,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,04/01/2027,,,10,6154,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,HSV,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,6184,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Erectile Dysfunction,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,07/31/2026,,,15,6208,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Migraine,6 to 17 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,10,6210,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,COVID-19,50 to 65 years of age,Pipeline,Pre-award,04/01/2026,06/01/2026,,,50,6233,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Celiac Disease,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,06/30/2026,,,10,6333,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,CVOT,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,07/01/2026,07/31/2027,,,125,6358,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | None at the moment |,0,,0,,,,Tomball,None at the moment,HSV,adults greater than and equal to 18 years of age,Pipeline,Pre-award,03/01/2026,08/31/2026,,,15,6383,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/06/2026,01/06/2027,,,15,6409,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,COVID-19,18 to 65 years of age,Pipeline,Pre-award,01/06/2026,03/06/2026,,,6,6413,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Ulcerative Colitis,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,5,6425,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,IBS,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,6443,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Epstein Barr,18 to 20 years of age,Pipeline,Pre-award,07/01/2026,07/01/2027,,,50,6458,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Diabetic Foot Ulcer,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,8,6475,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6736,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,COPD,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,10,6747,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,CRC Blood draw trial,> 45 years of age,Pipeline,FQ Submitted,04/01/2026,06/30/2026,,,75,6823,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Pulmonary Hypertension,adults greater than and equal to 18 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,6835,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Obesity,adults greater than and equal to 18 years of age,Pipeline,Pre-award,05/01/2026,05/01/2027,,,50,6858,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Ulcerative Colitis,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/31/2026,01/31/2027,,,8,7016,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Obesity,adults greater than and equal to 18 years of age,Archive,DM Declined,05/02/2026,02/01/2027,,,8,7052,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,03/01/2026,03/01/2027,,,10,7057,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball | none at the moment |,0,,0,,,,Tomball,none at the moment,Chronic Lower Back Pain,adults greater than and equal to 18 years of age,Pipeline,Potential,04/29/2026,07/26/2026,,,8,7079,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
